-5.2, 6.0, 1.8, -1.0, -6.0, 1.8, -3.5, 4.5, -2.5, -2.5
parameter ends

state | action | reward
[-0.01] | 1 | 1.0
-0.008803109638392925 | 0 | 1.0
-0.005484897643327713 | 1 | 1.0
-0.006064875517040491 | 0 | 1.0
-0.0027368050068616867 | 0 | 1.0
-0.0033055064268410206 | 1 | 1.0
-0.0077693043276667595 | 0 | 1.0
-0.00832378026098013 | 1 | 1.0
-0.01277519017457962 | 0 | 1.0
-0.013318863697350025 | 1 | 1.0
-0.017761114984750748 | 0 | 1.0
-0.018297094851732254 | 1 | 1.0
-0.02273315005004406 | 0 | 1.0
-0.023264313116669655 | 1 | 1.0
-0.027696946635842323 | 0 | 1.0
-0.028226012364029884 | 1 | 1.0
-0.03265788033604622 | 0 | 1.0
-0.03318748250603676 | 1 | 1.0
-0.037621185183525085 | 0 | 1.0
-0.038153938949108124 | 1 | 1.0
-0.04259209334850311 | 0 | 1.0
-0.04313065484166145 | 1 | 1.0
-0.04757595434784889 | 0 | 1.0
-0.04812309518456459 | 1 | 1.0
-0.05257837474346161 | 0 | 1.0
-0.053137049078941345 | 1 | 1.0
-0.05760535970330238 | 0 | 1.0
-0.05817876383662224 | 1 | 1.0
-0.06266343593597412 | 0 | 1.0
-0.06325510144233704 | 1 | 1.0
-0.06775981932878494 | 1 | 1.0
-0.0683736801147461 | 0 | 1.0
-0.06509890407323837 | 1 | 1.0
-0.06573942303657532 | 0 | 1.0
-0.062490325421094894 | 1 | 1.0
-0.0631558820605278 | 0 | 1.0
-0.05993121489882469 | 1 | 1.0
-0.06062084436416626 | 0 | 1.0
-0.05741997808218002 | 1 | 1.0
-0.0581333301961422 | 0 | 1.0
-0.05495624244213104 | 1 | 1.0
-0.05569356307387352 | 0 | 1.0
-0.052540816366672516 | 1 | 1.0
-0.05330294743180275 | 0 | 1.0
-0.05017571523785591 | 1 | 1.0
-0.0509641058743 | 0 | 1.0
-0.04786418005824089 | 1 | 1.0
-0.048680901527404785 | 0 | 1.0
-0.045610733330249786 | 1 | 1.0
-0.046458542346954346 | 0 | 1.0
-0.04342128708958626 | 1 | 1.0
-0.04430364817380905 | 1 | 1.0
-0.041303228586912155 | 0 | 1.0
-0.03442249819636345 | 1 | 1.0
-0.031463734805583954 | 0 | 1.0
-0.024624021723866463 | 1 | 1.0
-0.021706053987145424 | 0 | 1.0
-0.01490708626806736 | 1 | 1.0
-0.012030075304210186 | 0 | 1.0
-0.005272590089589357 | 1 | 1.0
-0.0024377000518143177 | 0 | 1.0
0.004276552237570286 | 1 | 1.0
0.007067142054438591 | 1 | 1.0
0.013735372573137283 | 0 | 1.0
0.02427898347377777 | 1 | 1.0
0.030897265300154686 | 0 | 1.0
0.04139199107885361 | 1 | 1.0
0.04796183481812477 | 0 | 1.0
0.058408472687006 | 1 | 1.0
0.06493018567562103 | 0 | 1.0
0.07532835006713867 | 1 | 1.0
0.08180105686187744 | 1 | 1.0
0.09214917570352554 | 0 | 1.0
0.10637079179286957 | 1 | 1.0
0.1166660338640213 | 0 | 1.0
0.13083645701408386 | 1 | 1.0
0.14108134806156158 | 0 | 1.0
0.15520234405994415 | 1 | 1.0
0.16539815068244934 | 0 | 1.0
0.1794702559709549 | 1 | 1.0
0.18961700797080994 | 1 | 1.0
0.20363955199718475 | 0 | 1.0
0.2215362936258316 | 1 | 1.0
0.23550735414028168 | 0 | 1.0
0.25335484743118286 | 1 | 1.0
0.26727786660194397 | 0 | 1.0
0.28507882356643677 | 1 | 1.0
0.29895609617233276 | 1 | 1.0
0.31671202182769775 | 0 | 1.0
0.33834585547447205 | 1 | 1.0
0.35605722665786743 | 0 | 1.0
0.37765002250671387 | 1 | 1.0
0.39532271027565 | 0 | 1.0
0.4168797731399536 | 1 | 1.0
0.4345187246799469 | 0 | 1.0
0.45604443550109863 | 1 | 1.0
0.4736537039279938 | 1 | 1.0
0.4951516091823578 | 0 | 1.0
0.5205380916595459 | 1 | 1.0
0.542011022567749 | 0 | 1.0
0.5673773884773254 | 1 | 1.0
0.5888342261314392 | 0 | 1.0
0.6141889691352844 | 1 | 1.0
0.6356379985809326 | 0 | 1.0
0.6609891057014465 | 1 | 1.0
0.6824385523796082 | 0 | 1.0
0.7077939510345459 | 1 | 1.0
0.7292517423629761 | 1 | 1.0
0.7546193599700928 | 0 | 1.0
0.7838978171348572 | 1 | 1.0
0.8092857003211975 | 0 | 1.0
0.8385911583900452 | 1 | 1.0
0.8640141487121582 | 0 | 1.0
0.8933612704277039 | 1 | 1.0
0.9188346862792969 | 0 | 1.0
0.9482385516166687 | 1 | 1.0
0.9737783670425415 | 0 | 1.0
1.0032545328140259 | 0 | 1.0
1.0288774967193604 | 1 | 1.0
Total reward: 119.0
-5.2, 6.0, 1.8, -1.0, -6.0, 1.8, -3.5, 4.5, -2.5, -2.5
parameter ends

state | action | reward
[0.04] | 1 | 1.0
0.04318653419613838 | 0 | 1.0
0.0473417192697525 | 1 | 1.0
0.04759635031223297 | 0 | 1.0
0.05175711587071419 | 1 | 1.0
0.052019406110048294 | 0 | 1.0
0.05618985369801521 | 0 | 1.0
0.056464020162820816 | 1 | 1.0
0.05284400284290314 | 0 | 1.0
0.053134504705667496 | 1 | 1.0
0.049529779702425 | 0 | 1.0
0.04983473941683769 | 1 | 1.0
0.04624364897608757 | 0 | 1.0
0.0465615876019001 | 1 | 1.0
0.042982831597328186 | 0 | 1.0
0.04331260174512863 | 1 | 1.0
0.039745207875967026 | 0 | 1.0
0.04008597880601883 | 1 | 1.0
0.03652926906943321 | 0 | 1.0
0.0368805006146431 | 1 | 1.0
0.033334072679281235 | 0 | 1.0
0.03369549289345741 | 1 | 1.0
0.03015921264886856 | 0 | 1.0
0.03053080476820469 | 1 | 1.0
0.027004791423678398 | 0 | 1.0
0.027386799454689026 | 1 | 1.0
0.02387142740190029 | 0 | 1.0
0.024264350533485413 | 1 | 1.0
0.02076026052236557 | 0 | 1.0
0.021164868026971817 | 1 | 1.0
0.01767297275364399 | 0 | 1.0
0.018090317025780678 | 1 | 1.0
0.014611823484301567 | 0 | 1.0
0.015043260529637337 | 1 | 1.0
0.011579702608287334 | 0 | 1.0
0.012026921845972538 | 1 | 1.0
0.008580184541642666 | 0 | 1.0
0.009045247919857502 | 1 | 1.0
0.0056176153011620045 | 0 | 1.0
0.00610300013795495 | 1 | 1.0
0.002697204938158393 | 0 | 1.0
0.003205857239663601 | 0 | 1.0
-0.0001748586364556104 | 1 | 1.0
-0.007442896254360676 | 0 | 1.0
-0.010794692672789097 | 1 | 1.0
-0.018035095185041428 | 0 | 1.0
-0.02136012725532055 | 1 | 1.0
-0.028574654832482338 | 0 | 1.0
-0.031874384731054306 | 1 | 1.0
-0.03906413912773132 | 0 | 1.0
-0.04233937710523605 | 1 | 1.0
-0.04950482025742531 | 0 | 1.0
-0.05275575444102287 | 1 | 1.0
-0.059896744787693024 | 0 | 1.0
-0.0631229504942894 | 1 | 1.0
-0.07023873180150986 | 0 | 1.0
-0.07343918085098267 | 1 | 1.0
-0.0805283859372139 | 0 | 1.0
-0.08370140939950943 | 0 | 1.0
-0.09076201170682907 | 1 | 1.0
-0.10170845687389374 | 0 | 1.0
-0.10873772948980331 | 1 | 1.0
-0.11965472251176834 | 0 | 1.0
-0.12665586173534393 | 1 | 1.0
-0.13754616677761078 | 0 | 1.0
-0.14452162384986877 | 1 | 1.0
-0.1553872972726822 | 0 | 1.0
-0.16233885288238525 | 1 | 1.0
-0.17318134009838104 | 0 | 1.0
-0.1801101714372635 | 1 | 1.0
-0.1909303069114685 | 0 | 1.0
-0.1978369653224945 | 0 | 1.0
-0.20863503217697144 | 1 | 1.0
-0.2233234941959381 | 0 | 1.0
-0.23409917950630188 | 1 | 1.0
-0.24876847863197327 | 0 | 1.0
-0.25952762365341187 | 1 | 1.0
-0.2741832435131073 | 0 | 1.0
-0.2849311828613281 | 1 | 1.0
-0.2995782494544983 | 0 | 1.0
-0.31032001972198486 | 1 | 1.0
-0.32496339082717896 | 0 | 1.0
-0.3357037901878357 | 1 | 1.0
-0.3503481149673462 | 0 | 1.0
-0.36109182238578796 | 1 | 1.0
-0.37574177980422974 | 0 | 1.0
-0.3864935636520386 | 1 | 1.0
-0.40115389227867126 | 0 | 1.0
-0.411918580532074 | 1 | 1.0
-0.42659422755241394 | 0 | 1.0
-0.4373769164085388 | 1 | 1.0
-0.4520730972290039 | 0 | 1.0
-0.46287932991981506 | 1 | 1.0
-0.47760170698165894 | 0 | 1.0
-0.4884374439716339 | 1 | 1.0
-0.5031922459602356 | 0 | 1.0
-0.5140641331672668 | 1 | 1.0
-0.5288581252098083 | 0 | 1.0
