-4.2, 1.7, 3.3, -2.5, 0.0, 4.6, -3.1, 2.2, -1.4, 5.0, 0.9, -4.8, 2.0, -0.3, -5.5, 3.9, -2.7, 1.0
parameter ends

state | action | reward
[-0.01] | [-2.48  1.32] | 0.01645547996750639
0.020752154635121117 | [-24.88   0.07] | -0.06646742762455943
0.09890991387099064 | [-28.35  -3.03] | -0.011429633070556833
0.18903954407334292 | [-18.76  -8.67] | 0.20264991465897986
0.28256274630900197 | [-11.92 -13.24] | 0.4263492395023494
0.37938251508010834 | [ -6.66 -16.74] | 0.6372050684495707
0.47787829450679714 | [ -2.97 -18.93] | 0.8186381155838887
0.5762980634486334 | [ -0.54 -20.04] | 0.9168410640370299
0.666826362258022 | [  3.71 -19.53] | 0.736023653173549
0.7236961940906078 | [ 16.02 -16.26] | 0.24207635123229032
0.7316786631147166 | [ 25.41 -12.7 ] | -0.39469128332943193
0.6920876513600291 | [32.55 -8.2 ] | -1.0063904972823967
0.6100317395966238 | [36.93 -3.74] | -1.411926592855878
0.4979937390464799 | [38.31 -0.25] | -1.4712287024134767
0.3758090257852629 | [32.43  2.77] | -1.162638713029866
0.2620579866107298 | [20.74  6.27] | -0.7736324221651951
0.15696839578485083 | [13.29  9.57] | -0.47261308350506726
0.05401951813737241 | [ 7.29 13.12] | -0.19960629092579046
-0.04949188625982591 | [ 2.33 16.43] | 0.058625985280332436
-0.15423741194392598 | [-1.64 19.13] | 0.30673640460171603
-0.2288396346517111 | [-9.49 11.  ] | 0.48730757434265537
-0.25685700099038045 | [-16.36   6.23] | 0.5785709650333242
-0.2466387950740403 | [-23.62   2.52] | 0.6226554151729063
-0.1996774466999544 | [-31.68  -0.24] | 0.5571101939667898
-0.1209465972249963 | [-30.91  -6.31] | 0.47321968707496975
-0.023386551398990624 | [-24.44 -12.42] | 0.4670123489460061
0.08103014560239992 | [-18.92 -16.16] | 0.5080221618605821
0.18635866672802842 | [-13.68 -18.8 ] | 0.5629498636025672
0.28985092408012764 | [ -8.98 -20.81] | 0.619322440138219
0.39074798790953585 | [ -5.49 -22.09] | 0.6738864065532103
0.4890729859978071 | [ -3.3  -22.65] | 0.7255505149242341
0.5849184365600616 | [ -2.16 -22.65] | 0.7727676858648846
0.6782761728881901 | [ -1.76 -22.25] | 0.8137896427901635
0.7690700332547412 | [ -1.85 -21.59] | 0.8472865773230904
0.8572134044746552 | [ -2.25 -20.78] | 0.8725818475239407
0.9426448100739501 | [ -2.83 -19.87] | 0.8895922940748759
1.0253414402181058 | [ -3.52 -18.93] | 0.8986753617722244
1.1053203993109337 | [ -4.27 -17.98] | 0.9004861328934868
1.1826355260470183 | [ -5.04 -17.04] | 0.895869042276604
1.257373837488148 | [ -5.81 -16.13] | 0.8857785419209533
1.3296529912949497 | [ -6.57 -15.26] | 0.8712199432356668
1.399619947415542 | [ -7.3  -14.43] | 0.8532008832072232
1.4674504828766084 | [ -8.01 -13.65] | 0.8326891286158746
1.5333491739989502 | [ -8.69 -12.92] | 0.8105856252856513
1.5975500722818463 | [ -9.34 -12.24] | 0.7877078100408507
1.6603182986249998 | [ -9.95 -11.61] | 0.7647816898452594
1.7219529498775066 | [-10.53 -11.04] | 0.7424418622806405
1.7827919511680244 | [-11.09 -10.52] | 0.5486489658147873
1.833433333791857 | [-4.68 -9.77] | 0.007641269299632224
1.8383255008120531 | [-17.24   0.91] | -0.0071996950174977
1.8339608700814325 | [-20.78   3.37] | 0.014879520325599777
1.8264692408605945 | [-23.89   5.87] | -0.004352191115118503
1.8139138071397292 | [-26.16   8.06] | -0.051699834460493796
1.7955299073823805 | [-27.83   9.98] | -0.12140251817172476
1.7711298154951602 | [-29.06  11.71] | -0.2118190857318542
1.7407780729547737 | [-30.02  13.34] | -0.3218525307525059
1.7046529680994886 | [-30.83  14.96] | -0.45028772778296716
1.6629653669991162 | [-31.56  16.64] | -0.5959026869087747
1.6159082702231327 | [-32.3   18.44] | -0.7577441029190315
1.5636341132681955 | [-33.08  20.4 ] | -0.9347412246048852
1.5062701238630851 | [-33.91  22.53] | -1.124738700432923
1.4439737845075096 | [-34.76  24.8 ] | -1.3228282254936552
1.377029430024876 | [-35.55  27.13] | -1.5197956483386372
1.3059693725620893 | [-36.18  29.4 ] | -1.7021714538254178
1.2316628638124207 | [-36.51  31.46] | -1.854681376989735
1.155294868435599 | [-36.5   33.18] | -1.9655576644481767
1.0781831358360097 | [-36.15  34.52] | -2.031555293963141
1.0014987406015279 | [-35.56  35.55] | -2.0586065979859844
0.9260545495908351 | [-34.86  36.35] | -2.0575744677730667
0.8522966567167347 | [-34.12  37.02] | -2.038682693224337
0.7804078058407639 | [-33.37  37.6 ] | -2.0098053194530148
0.7103973860473358 | [-32.61  38.11] | -1.9755721705101343
0.6421742965162022 | [-31.84  38.57] | -1.937298617145469
0.575629859950609 | [-31.05  38.99] | -1.7534737892638337
0.5161315291409858 | [-14.57  22.05] | -0.46213574683315584
0.49959093762920775 | [-6.75 13.12] | -0.3587786949901186
0.4854340153194158 | [-8.84 15.1 ] | -0.41203167337827395
0.4695307191665583 | [-9.59 15.8 ] | -0.4126607302180435
0.4537011458371233 | [-9.72 15.86] | -0.3965017177500038
0.43850230926500194 | [-9.72 15.79] | -0.3785640656739116
0.4239872902314947 | [-9.7  15.71] | -0.361838436848503
0.4101102597178282 | [-9.67 15.62] | -0.346588148085916
0.39681727122130306 | [-9.64 15.54] | -0.3326639153617209
0.38405980551860847 | [-9.61 15.47] | -0.31989681491320665
0.3717953129567054 | [-9.58 15.41] | -0.3081430295050965
0.3599863269516379 | [-9.55 15.34] | -0.29728228011490104
0.3485996528004944 | [-9.52 15.28] | -0.2872131458986796
0.33760571877927953 | [-9.49 15.23] | -0.2778493854268191
0.32697805167902927 | [-9.46 15.17] | -0.2691171389755498
0.31669284666985564 | [-9.43 15.12] | -0.2609527474663454
0.30672861094801096 | [-9.41 15.08] | -0.25330102364002527
0.2970658661550703 | [-9.38 15.03] | -0.24611386689103298
0.28768689812826803 | [-9.35 14.99] | -0.239349144561132
0.2785755450650344 | [-9.32 14.95] | -0.23296978429967508
0.26971701711091967 | [-9.3  14.91] | -0.2269430211730542
0.2610977421747504 | [-9.27 14.87] | -0.22123977623826924
0.2527052330469684 | [-9.25 14.83] | -0.21583414515675758
0.24452797241062754 | [-9.22 14.8 ] | -0.21070297007041888
0.23655531299226865 | [-9.2  14.76] | -0.2058254797439896
0.22877739046899398 | [-9.17 14.73] | -0.20118298546869146
0.22118504718863694 | [-9.15 14.7 ] | -0.19675862278027625
0.21376976510741622 | [-9.12 14.67] | -0.19253713107011589
0.20652360662211175 | [-9.1  14.64] | -0.1885046647128578
0.19943916219270647 | [-9.08 14.61] | -0.1846486305388647
0.19250950382934348 | [-9.05 14.58] | -0.18095754743197134
0.18572814366304383 | [-9.03 14.56] | -0.177420924591623
0.17908899693943806 | [-9.01 14.53] | -0.17402915560672566
0.17258634887384033 | [-8.99 14.51] | -0.1707734259785162
0.1662148248883169 | [-8.97 14.48] | -0.16764563212689668
0.15996936382010393 | [-8.95 14.46] | -0.16463831023795414
0.15384519374832104 | [-8.93 14.44] | -0.16174457357482708
0.14783781013439018 | [-8.9  14.41] | -0.15895805709143498
0.14194295601251966 | [-8.88 14.39] | -0.15627286836793758
0.13615660400133942 | [-8.86 14.37] | -0.15368354403541187
0.13047493993732742 | [-8.85 14.35] | -0.15118501098096282
0.12489434795590394 | [-8.83 14.33] | -0.1487725517277371
0.11941139686769588 | [-8.81 14.31] | -0.14644177347096637
0.11402282769605682 | [-8.79 14.29] | -0.14418858032392393
0.1087255422579481 | [-8.77 14.27] | -0.1420091483893134
0.10351659268413826 | [-8.75 14.26] | -0.13989990332350777
0.09839317178668604 | [-8.73 14.24] | -0.13785750010547335
0.09335260419210628 | [-8.71 14.22] | -0.13587880475978503
0.08839233816772119 | [-8.7 14.2] | -0.13396087781538296
0.08350993807664117 | [-8.68 14.19] | -0.132100959309396
0.07870307740378298 | [-8.66 14.17] | -0.13029645516896818
0.07396953230144127 | [-8.64 14.15] | -0.1285449248245409
0.06930717560830546 | [-8.63 14.14] | -0.12684406992571218
0.0647139713005515 | [-8.61 14.12] | -0.12519172404597348
0.060187969337824714 | [-8.6  14.11] | -0.12358584327602903
0.055727300870637715 | [-8.58 14.09] | -0.1220244976168587
0.051330173778990996 | [-8.56 14.08] | -0.12050586309376102
0.046994868514948857 | [-8.55 14.07] | -0.11902821452138544
0.04271973422450029 | [-8.53 14.05] | -0.11758991885758699
0.03850318512635672 | [-8.52 14.04] | -0.11618942909044201
0.03434369712740716 | [-8.5  14.03] | -0.11482527860899079
0.03023980465640781 | [-8.49 14.01] | -0.11349607601325103
0.026190097699143527 | [-8.47 14.  ] | -0.11220050032381976
0.02219321901978989 | [-8.46 13.99] | -0.11093729655541026
0.01824786155454629 | [-8.44 13.97] | -0.10970527162222986
0.01435276596481757 | [-8.43 13.96] | -0.10850329054644076
0.010506718338309885 | [-8.41 13.95] | -0.10733027294355736
0.0067085480273895255 | [-8.4  13.94] | -0.10618518976151864
0.002957125614942316 | [-8.38 13.93] | -0.10506706025199693
-0.0007486390012244545 | [-8.37 13.92] | -0.10397494915494691
-0.004409798413666182 | [-8.36 13.9 ] | -0.10290796407886085
-0.008027369407839706 | [-8.34 13.89] | -0.10186525306102365
-0.011602334568860293 | [-8.33 13.88] | -0.10084600229340406
-0.015135643798896155 | [-8.32 13.87] | -0.09984943400109095
-0.018628215751121266 | [-8.3  13.86] | -0.09887480446153074
-0.022080939185691165 | [-8.29 13.85] | -0.09792140215359796
-0.02549467425279326 | [-8.28 13.84] | -0.09698854602668475
-0.028870253707442686 | [-8.26 13.83] | -0.0960755838807944
-0.03220848406034954 | [-8.25 13.82] | -0.09518189084938128
-0.03551014666886406 | [-8.24 13.81] | -0.09430686797731284
-0.038775998771717 | [-8.23 13.8 ] | -0.09344994088713159
-0.04200677447100352 | [-8.21 13.79] | -0.09261055852721306
-0.045203185664614946 | [-8.2  13.78] | -0.09178819199591567
-0.04836592293209723 | [-8.19 13.77] | -0.09098233343655321
-0.0514956563767067 | [-8.18 13.76] | -0.09019249499801377
-0.05459303642624279 | [-8.17 13.75] | -0.08941820785670576
-0.05765869459506247 | [-8.15 13.75] | -0.08865902129545736
-0.060693244209517216 | [-8.14 13.74] | -0.08791450183569971
-0.06369728109890367 | [-8.13 13.73] | -0.08718423241916115
-0.06667138425388214 | [-8.12 13.72] | -0.0864678116360048
-0.06961611645418588 | [-8.11 13.71] | -0.08576485299614625
-0.0725320248673288 | [-8.1 13.7] | -0.08507498424112804
-0.07541964161990704 | [-8.09 13.69] | -0.08439784669378418
-0.0782794843429886 | [-8.07 13.69] | -0.08373309464342621
-0.08111205669299187 | [-8.06 13.68] | -0.08308039476414006
-0.08391784884936487 | [-8.05 13.67] | -0.08243942556430105
-0.08669733799029632 | [-8.04 13.66] | -0.0818098768651924
-0.0894509887476133 | [-8.03 13.65] | -0.08119144930710587
-0.09217925364195088 | [-8.02 13.65] | -0.08058385388108011
-0.09488257349921245 | [-8.01 13.64] | -0.0799868114848767
-0.09756137784927986 | [-8.   13.63] | -0.0794000525016424
-0.10021608530787338 | [-7.99 13.62] | -0.07882331639995338
-0.10284710394241096 | [-7.98 13.62] | -0.0782563513539783
-0.10545483162266518 | [-7.97 13.61] | -0.07769891388258435
-0.10803965635697049 | [-7.96 13.6 ] | -0.07715076850628057
-0.11060195661468998 | [-7.95 13.6 ] | -0.07661168742097862
-0.11314210163561098 | [-7.94 13.59] | -0.0760814501876367
-0.11566045172690058 | [-7.93 13.58] | -0.07555984343685411
-0.11815735854821711 | [-7.92 13.57] | -0.07504666058760553
-0.12063316538554031 | [-7.91 13.57] | -0.0745417015793291
-0.12308820741425229 | [-7.9  13.56] | -0.07404477261660154
-0.12552281195197187 | [-7.89 13.55] | -0.0735556859257667
-0.12793729870161738 | [-7.88 13.55] | -0.07307425952283066
-0.1303319799851486 | [-7.87 13.54] | -0.07260031699199912
-0.13270716096841376 | [-7.86 13.53] | -0.07213368727437361
-0.13506313987750426 | [-7.85 13.53] | -0.07167420446616019
-0.13740020820699964 | [-7.84 13.52] | -0.07122170762597847
-0.13971865092046518 | [-7.83 13.52] | -0.07077604059072383
-0.14201874664354544 | [-7.83 13.51] | -0.07033705179962751
-0.14430076784997956 | [-7.82 13.5 ] | -0.06990459412600919
-0.14656498104084753 | [-7.81 13.5 ] | -0.06947852471636058
-0.1488116469173407 | [-7.8  13.49] | -0.06905870483643267
-0.151041020547336 | [-7.79 13.49] | -0.06864499972388399
-0.15325335152603772 | [-7.78 13.48] | -0.06823727844724713
-0.15544888413093966 | [-7.77 13.47] | -0.06783541377087428
-0.15762785747134625 | [-7.76 13.47] | -0.06743928202553125
-0.15979050563268052 | [-7.75 13.46] | -0.06704876298441896
-0.16193705781579573 | [-7.75 13.46] | -0.0666637397443266
-0.16406773847149625 | [-7.74 13.45] | -0.06628409861168763
-0.1661827674304645 | [-7.73 13.45] | -0.06590972899326925
-0.16828236002878144 | [-7.72 13.44] | -0.06554052329133256
-0.17036672722921767 | [-7.71 13.43] | -0.06517637680300968
-0.17243607573846506 | [-7.7  13.43] | -0.06481718762369731
-0.17449060812047196 | [-7.7  13.42] | -0.06446285655431913
-0.17653052290603508 | [-7.69 13.42] | -0.06411328701224138
-0.17855601469879656 | [-7.68 13.41] | -0.06376838494566628
-0.18056727427778554 | [-7.67 13.41] | -0.06342805875143624
-0.18256448869663922 | [-7.66 13.4 ] | -0.06309221919591632
-0.1845478413796316 | [-7.66 13.4 ] | -0.06276077933901614
-0.1865175122146322 | [-7.65 13.39] | -0.062433654461067065
-0.18847367764311215 | [-7.64 13.39] | -0.06211076199251191
-0.1904165107473081 | [-7.63 13.38] | -0.06179202144622285
-0.1923461813346526 | [-7.63 13.38] | -0.06147735435235413
-0.19426285601957227 | [-7.62 13.37] | -0.06116668419569071
-0.19616669830275155 | [-7.61 13.37] | -0.06085993635520893
-0.19805786864795613 | [-7.6  13.36] | -0.06055703804596066
-0.1999365245565051 | [-7.59 13.36] | -0.06025791826305159
-0.20180282063947777 | [-7.59 13.35] | -0.059962507727651965
-0.2036569086877372 | [-7.58 13.35] | -0.059670738834934914
-0.20549893773984998 | [-7.57 13.34] | -0.059382545603955256
-0.2073290541479763 | [-7.57 13.34] | -0.059097863629273634
-0.20914740164180323 | [-7.56 13.33] | -0.0588166300342699
-0.2109541213905909 | [-7.55 13.33] | -0.05853878342618214
-0.21274935206339746 | [-7.54 13.32] | -0.05826426385266662
-0.2145332298875466 | [-7.54 13.32] | -0.05799301275988386
-0.21630588870539896 | [-7.53 13.32] | -0.05772497295204603
-0.21806746002948563 | [-7.52 13.31] | -0.05746008855237388
-0.21981807309606125 | [-7.51 13.31] | -0.057198304965349354
-0.22155785491712926 | [-7.51 13.3 ] | -0.05693956884030666
-0.22328693033099206 | [-7.5 13.3] | -0.05668382803623741
-0.22500542205137594 | [-7.49 13.29] | -0.05643103158775838
-0.22671345071517895 | [-7.49 13.29] | -0.056181129672255234
-0.2284111349288864 | [-7.48 13.29] | -0.0559340735781135
-0.23009859131370025 | [-7.47 13.28] | -0.05568981567398731
-0.23177593454942338 | [-7.47 13.28] | -0.05544830937909869
-0.2334432774171407 | [-7.46 13.27] | -0.05520950913450698
-0.23510073084073527 | [-7.45 13.27] | -0.054973370375302935
-0.2367484039272789 | [-7.45 13.26] | -0.05473984950372196
-0.23838640400633243 | [-7.44 13.26] | -0.054508903863125895
-0.24001483666819073 | [-7.43 13.26] | -0.05428049171279257
-0.24163380580110747 | [-7.43 13.25] | -0.054054572203542185
-0.24324341362753046 | [-7.42 13.25] | -0.053831105354118475
-0.24484376073938008 | [-7.41 13.24] | -0.05361005202833509
-0.2464349461324008 | [-7.41 13.24] | -0.053391373912910704
-0.2480170672396142 | [-7.4  13.24] | -0.05317503349602015
-0.24959021996390218 | [-7.39 13.23] | -0.05296099404651206
-0.25115449870974715 | [-7.39 13.23] | -0.0527492195937491
-0.2527099964141549 | [-7.38 13.23] | -0.052539674908094414
-0.25425680457678596 | [-7.38 13.22] | -0.05233232548198105
-0.25579501328931825 | [-7.37 13.22] | -0.05212713751155339
-0.25732471126406675 | [-7.36 13.21] | -0.05192407787888592
-0.2588459858618799 | [-7.36 13.21] | -0.051723114134703
-0.26035892311933606 | [-7.35 13.21] | -0.05152421448167767
-0.26186360777526135 | [-7.35 13.2 ] | -0.05132734775813525
-0.2633601232965881 | [-7.34 13.2 ] | -0.05113248342235258
-0.26484855190357354 | [-7.33 13.2 ] | -0.05093959153722476
-0.2663289745943978 | [-7.33 13.19] | -0.050748642755436404
-0.2678014711691605 | [-7.32 13.19] | -0.05055960830505633
-0.26926612025329133 | [-7.32 13.18] | -0.05037245997555778
-0.27072299932039345 | [-7.31 13.18] | -0.05018717010421314
-0.27217218471453575 | [-7.3  13.18] | -0.050003711562912265
-0.2736137516720085 | [-7.3  13.17] | -0.049822057745376395
-0.27504777434256067 | [-7.29 13.17] | -0.04964218255466416
-0.27647432581012965 | [-7.29 13.17] | -0.04946406039112495
-0.2778934781130822 | [-7.28 13.16] | -0.04928766614062083
-0.2793053022639769 | [-7.27 13.16] | -0.04911297516312324
-0.28070986826886324 | [-7.27 13.16] | -0.04893996328160856
-0.28210724514613034 | [-7.26 13.15] | -0.048768606771272566
-0.28349750094491677 | [-7.26 13.15] | -0.04859888234904515
-0.2848807027630954 | [-7.25 13.15] | -0.04843076716338041
-0.28625691676484294 | [-7.25 13.14] | -0.048264238784350426
-0.2876262081978075 | [-7.24 13.14] | -0.0480992751939955
-0.28898864140988406 | [-7.24 13.14] | -0.047935854776944356
-0.29034427986560823 | [-7.23 13.13] | -0.04777395631128949
-0.29169318616217976 | [-7.22 13.13] | -0.047613558959686
-0.29303542204512506 | [-7.22 13.13] | -0.04745464226074106
-0.2943710484236084 | [-7.21 13.12] | -0.047297186120589446
-0.29570012538540213 | [-7.21 13.12] | -0.047141170804684815
-0.29702271221152304 | [-7.2  13.12] | -0.04698657692988585
-0.298338867390546 | [-7.2  13.11] | -0.04683338545663716
-0.2996486486326013 | [-7.19 13.11] | -0.04668157768145883
-0.3009521128830663 | [-7.19 13.11] | -0.0465311352295758
-0.30224931633595675 | [-7.18 13.11] | -0.04638204004775448
-0.3035403144470281 | [-7.18 13.1 ] | -0.04623427439733448
-0.3048251619465923 | [-7.17 13.1 ] | -0.046087820847412475
-0.30610391285205857 | [-7.17 13.1 ] | -0.04594266226824275
-0.30737662048020564 | [-7.16 13.09] | -0.04579878182477283
-0.3086433374591907 | [-7.15 13.09] | -0.04565616297035942
-0.3099041157403036 | [-7.15 13.09] | -0.04551478944064383
-0.31115900660947116 | [-7.14 13.08] | -0.045374645247588836
-0.3124080606985197 | [-7.14 13.08] | -0.04523571467362739
-0.3136513279961996 | [-7.13 13.08] | -0.04509798226602993
-0.31488885785898024 | [-7.13 13.08] | -0.044961432831336696
-0.31612069902161904 | [-7.12 13.07] | -0.04482605142998664
-0.31734689960751195 | [-7.12 13.07] | -0.04469182337103876
-0.31856750713882936 | [-7.11 13.07] | -0.044558734207056014
-0.319782568546444 | [-7.11 13.06] | -0.0444267697290919
-0.32099213017965417 | [-7.1  13.06] | -0.04429591596181574
