5.0, 0.3, -4.0, 5.0, 6.0, 3.7, -5.0, 5.0, 5.0, 5.0
parameter ends

state | action | reward
[-0.02] | 0 | 1.0
-0.016253536567091942 | 1 | 1.0
-0.021065473556518555 | 0 | 1.0
-0.0219693873077631 | 1 | 1.0
-0.026771454140543938 | 0 | 1.0
-0.02766672894358635 | 1 | 1.0
-0.03246140480041504 | 0 | 1.0
-0.033350419253110886 | 1 | 1.0
-0.03813997283577919 | 0 | 1.0
-0.03902491554617882 | 1 | 1.0
-0.043811455368995667 | 0 | 1.0
-0.04469439014792442 | 1 | 1.0
-0.04947992414236069 | 0 | 1.0
-0.05036283656954765 | 1 | 1.0
-0.055149324238300323 | 0 | 1.0
-0.05603417009115219 | 1 | 1.0
-0.06082356721162796 | 0 | 1.0
-0.06171233206987381 | 1 | 1.0
-0.06650664657354355 | 0 | 1.0
-0.06740138679742813 | 1 | 1.0
-0.07220272719860077 | 0 | 1.0
-0.07310561835765839 | 1 | 1.0
-0.0779162272810936 | 0 | 1.0
-0.07882963120937347 | 1 | 1.0
-0.08365196734666824 | 0 | 1.0
-0.08457847684621811 | 1 | 1.0
-0.08941525220870972 | 0 | 1.0
-0.09035775065422058 | 1 | 1.0
-0.09521200507879257 | 1 | 1.0
-0.0961737409234047 | 0 | 1.0
-0.09324491769075394 | 1 | 1.0
-0.09422960132360458 | 0 | 1.0
-0.09132231771945953 | 1 | 1.0
-0.09232747554779053 | 0 | 1.0
-0.08943959325551987 | 1 | 1.0
-0.09046332538127899 | 0 | 1.0
-0.0875931903719902 | 1 | 1.0
-0.08863408118486404 | 0 | 1.0
-0.08578053116798401 | 1 | 1.0
-0.08683760464191437 | 1 | 1.0
-0.0839998871088028 | 0 | 1.0
-0.07726817578077316 | 1 | 1.0
-0.07444596290588379 | 0 | 1.0
-0.06772623211145401 | 1 | 1.0
-0.06491290032863617 | 0 | 1.0
-0.05819876864552498 | 1 | 1.0
-0.05538797751069069 | 0 | 1.0
-0.04867328330874443 | 1 | 1.0
-0.045858848839998245 | 0 | 1.0
-0.039137475192546844 | 1 | 1.0
-0.036313194781541824 | 0 | 1.0
-0.029578953981399536 | 0 | 1.0
-0.026738476008176804 | 1 | 1.0
-0.027788979932665825 | 0 | 1.0
-0.024925613775849342 | 1 | 1.0
-0.02595304325222969 | 0 | 1.0
-0.023066295310854912 | 1 | 1.0
-0.02406984195113182 | 0 | 1.0
-0.021158643066883087 | 1 | 1.0
-0.02213691547513008 | 0 | 1.0
-0.01919960230588913 | 0 | 1.0
-0.020150594413280487 | 1 | 1.0
-0.02498817816376686 | 0 | 1.0
-0.025909211486577988 | 1 | 1.0
-0.030718743801116943 | 0 | 1.0
-0.031613096594810486 | 1 | 1.0
-0.03639744222164154 | 0 | 1.0
-0.03726768493652344 | 1 | 1.0
-0.04202904924750328 | 0 | 1.0
-0.04287712275981903 | 0 | 1.0
-0.047617122530937195 | 1 | 1.0
